Name,URI,Artist,Release Year,Genre,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time_Signature
Get Down Tonight - 2004 Remaster,spotify:track:2qVZpGu1v98tvUAutqyAfJ,KC & The Sunshine Band,1975,"disco, mellow gold, new wave pop, quiet storm, soft rock, soul",0.671,0.776,10,-11.414,1,0.0282,0.137,0.00649,0.394,0.92,112.629,317160,4
A Man Without Love,spotify:track:0oUBuOO4g9P4lREqfqR5nq,Engelbert Humperdinck,1968,adult standards,0.538,0.467,2,-9.589,1,0.0327,0.637,0,0.115,0.507,111.766,203133,4
Lie for You (feat. A Boogie Wit Da Hoodie & Davido),spotify:track:6HMgvWVw3yHmFsmpyb864i,Snakehips,2020,"electropop, uk dance, vapor soul",0.662,0.833,1,-3.018,0,0.1,0.0102,0,0.477,0.404,98.034,223831,4
CHANCES,spotify:track:439X8jGytErRiPnaoUJHju,KAYTRANADA,2018,"alternative r&b, escape room, indie soul, lgbtq+ hip hop",0.835,0.527,7,-7.272,0,0.128,0.204,0.000423,0.283,0.611,106.003,218200,4
No More Lies,spotify:track:62tGzw9OJOwDcjPBnMPCuj,Thundercat,2023,"afrofuturism, escape room, indie soul",0.601,0.836,10,-4.574,0,0.0429,0.0928,6.33e-05,0.141,0.492,97.999,327218,4
Can't Shake Her (with Ty Dolla $ign),spotify:track:4AmISPiQJMPLN4KootjCUu,Kid Cudi,2022,"hip hop, ohio hip hop, pop rap, rap",0.629,0.628,9,-9.388,0,0.0341,0.0223,0,0.192,0.515,121.004,176600,4
You Wanted More,spotify:track:1xZw6LLWBxD7a9jmvd6OVn,VIOLENT VIRA,2021,zoomergaze,0.565,0.667,9,-8.363,0,0.0279,0.00433,0.386,0.273,0.5,144.02,184152,4
A Match Into Water,spotify:track:54MXF9I8s3DuiQo3g0gZ5k,Pierce The Veil,2012,"modern rock, pop punk, screamo",0.371,0.979,1,-2.701,1,0.144,0.0002,3.67e-06,0.516,0.473,196.058,212547,4
Crave You,spotify:track:4ESWJepzBtY2lR9oZDYVaP,Flight Facilities,2014,"aussietronica, australian dance, australian indie, indietronica, nu disco",0.921,0.48,1,-9.2,0,0.0823,0.0976,0,0.0768,0.317,120.043,234787,4
Easy,spotify:track:58dSdjfEYNSxte1aNVxuNf,Mac Ayres,2017,chill r&b,0.722,0.281,5,-7.487,1,0.104,0.373,0.00509,0.147,0.237,91.368,314358,4
I Know - PR1SVX Edit,spotify:track:3vcLw8QA3yCOkrj9oLSZNs,Kanii,2023,"bedroom r&b, krushclub, sped up",0.674,0.759,11,-8.234,0,0.0695,0.0784,0.472,0.296,0.109,134.038,133829,4
Watch This - ARIZONATEARS Pluggnb Remix,spotify:track:0FA4wrjDJvJTTU8AepZTup,Lil Uzi Vert,2023,"hip hop, melodic rap, philly rap, rage rap, rap, trap",0.686,0.897,11,-7.18,0,0.0386,0.0103,0.103,0.153,0.355,129.975,163139,4
Feeling,spotify:track:2uTrdatngtB000duMrfbiV,Juice WRLD,2019,"chicago rap, melodic rap, rap",0.711,0.515,10,-6.004,0,0.0856,0.234,0,0.205,0.563,159.968,201920,4
Starstream*,spotify:track:1kdH0cETzElYNNco3Rzjaw,KILLY,2018,"canadian hip hop, canadian trap, melodic rap",0.595,0.478,8,-11.36,1,0.139,0.0185,0,0.0272,0.264,167.75,129979,4
I Want Your Attention,spotify:track:2RU67aiaESQ7t9D1xUJqBu,Moon Boots,2017,"filter house, indie soul, nu disco, uk dance",0.806,0.608,11,-7.57,0,0.0496,0.0178,0.314,0.13,0.561,122.0,286727,4
The Feel Good Drag,spotify:track:5sTVykpRs4eiZKn96bZogj,Anberlin,2005,Unknown,0.342,0.677,5,-11.906,0,0.0568,0.0013,0.00671,0.201,0.501,188.6,207360,4
Mind Over Matter,spotify:track:5Az8KU81g2aLBbJN67F2CI,Young the Giant,2014,"indietronica, modern alternative rock, modern rock, pov: indie, stomp and holler",0.466,0.763,0,-4.448,1,0.0318,0.000501,0,0.0973,0.293,154.914,244693,4
Cough Syrup,spotify:track:1UqhkbzB1kuFwt2iy4h29Q,Young the Giant,2011,"indietronica, modern alternative rock, modern rock, pov: indie, stomp and holler",0.534,0.721,11,-7.307,0,0.0417,0.0343,6.24e-06,0.115,0.225,128.978,249520,3
Double Fantasy (with Future),spotify:track:4VMRsbfZzd3SfQtaJ1Wpwi,The Weeknd,2023,"canadian contemporary r&b, canadian pop, pop",0.613,0.573,9,-7.277,0,0.0345,0.00572,2.58e-06,0.432,0.124,119.041,268235,4
BABYDOLL (Speed),spotify:track:5K3SJuYEkvvrLbzOjPyRi1,Ari Abdul,2022,"dark r&b, sped up",0.552,0.582,11,-5.535,1,0.0404,0.0813,0.205,0.177,0.538,105.483,156651,4
Babydoll x The Perfect Girl - Remix,spotify:track:4uDE8h2x4DvKDDsgEghp28,Xanemusic,2022,sped up,0.555,0.619,10,-7.422,0,0.0476,0.0589,0.00374,0.52,0.639,120.094,135027,4
Untz Untz,spotify:track:5Uj0VnayJKOuP9GmmDPNOx,Dimitri Vegas & Like Mike,2019,"belgian dance, belgian edm, big room, dutch house, edm, electro house, pop dance, progressive electro house",0.678,0.967,0,-5.296,1,0.089,0.00596,0.73,0.0694,0.31,138.019,198584,3
Walkin - Key Glock remix,spotify:track:5GJS3CY3aqbT9j2lv434aQ,Denzel Curry,2022,"dark trap, drill, hip hop, miami hip hop, pop rap, rap, trap, underground hip hop",0.777,0.703,11,-6.863,0,0.0485,0.14,1.34e-05,0.235,0.662,135.985,226116,4
No Church In The Wild,spotify:track:3Osd3Yf8K73aj4ySn6LrvK,JAY-Z,2011,"east coast hip hop, gangster rap, hip hop, pop rap, rap",0.654,0.75,8,-7.509,0,0.105,0.246,0.0178,0.167,0.557,92.78,272507,4
Time Machine,spotify:track:1jVjOcs7QeQZJXScbqvofI,WILLOW,2019,"afrofuturism, pop, post-teen pop, pov: indie",0.606,0.532,3,-6.076,1,0.0416,0.44,0,0.132,0.405,81.332,143640,3
So Anxious,spotify:track:2zbjlcLi1VQWqDNYdhyx1l,Ginuwine,1999,"contemporary r&b, hip pop, r&b, urban contemporary",0.733,0.395,6,-11.959,0,0.0366,0.279,2.37e-06,0.468,0.661,96.085,276067,4
Anjuna [Mix Cut] - Original Mix,spotify:track:2MyrJatlZSOhfgtc8UlNBu,Liquid Soul,2014,"progressive psytrance, psychedelic trance",0.646,0.865,1,-16.545,1,0.0559,0.00165,0.816,0.0754,0.0396,137.437,279549,4
The Loneliest Number,spotify:track:2z1uJMogMg838s63ImOEVS,Down to Mars,2023,"chill r&b, indie r&b",0.727,0.548,11,-5.325,0,0.0341,0.742,0.000295,0.26,0.499,125.884,129524,4
Danza Kuduro,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,Don Omar,2010,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino",0.4,0.915,0,-4.89,1,0.279,0.083,0,0.0503,0.871,89.006,198773,3
Cabo,spotify:track:3SLu421u9hMKwcFNxGFrGk,Bankrol Hayden,2021,melodic rap,0.459,0.759,6,-5.487,0,0.0998,0.131,0,0.356,0.667,105.157,158857,4
Take You Dancing,spotify:track:59qrUpoplZxbIZxk6X0Bm3,Jason Derulo,2020,"dance pop, pop",0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4
Pain Is Inevitable,spotify:track:2d0dCpzPN76EhB4yv3S6ng,Daniel Caesar,2023,canadian contemporary r&b,0.372,0.364,7,-10.783,1,0.0526,0.81,0.00201,0.358,0.13,99.733,295174,4
Disillusioned (with serpentwithfeet),spotify:track:4YsnwsPURRSvprBHBY1BCd,Daniel Caesar,2023,canadian contemporary r&b,0.792,0.548,9,-3.899,1,0.0366,0.0754,1.02e-05,0.0581,0.619,97.0,241233,4
Mind Playin' Tricks,spotify:track:4hEr9lOhF67HEBAhWNegl0,JMSN,2018,"indie soul, neo r&b",0.609,0.804,11,-4.771,0,0.0665,0.16,5.34e-05,0.1,0.46,154.953,333748,4
Smooth Operator - Single Version,spotify:track:1Hv1VTm8zeOeybub15mA2R,Sade,1994,"british soul, sophisti-pop",0.734,0.58,9,-6.619,0,0.0321,0.238,0.0006,0.0298,0.962,119.336,258693,4
Come a Little Closer,spotify:track:4sebUbjqbcgDSwG6PbSGI0,Cage The Elephant,2013,"modern alternative rock, modern rock, pov: indie, punk blues, rock",0.44,0.778,1,-1.786,0,0.0327,0.0265,1.04e-06,0.151,0.304,148.038,229347,4
Goin' To California,spotify:track:3JLTDUkDW5ymnrS4IDaBh4,Gin Blossoms,2010,"permanent wave, pop rock, post-grunge, tempe indie",0.555,0.787,4,-4.916,1,0.0279,0.00801,2.48e-05,0.226,0.675,131.914,223867,4
Go Boy,spotify:track:5J8ojwDIVnf6ZPwT8f32sQ,ODIE,2023,canadian contemporary r&b,0.544,0.646,1,-8.48,0,0.027,0.102,0.0108,0.272,0.0687,110.029,176727,4
Fallin',spotify:track:1pkK7kZtxGBoXb583vDS9E,Joey Bada$$,2023,"conscious hip hop, hip hop, rap",0.582,0.693,9,-5.742,0,0.357,0.502,0,0.079,0.718,142.295,260533,4
Homiesexual (with Ty Dolla $ign),spotify:track:4s3RSUwPDxCeWaLEiNOPq3,Daniel Caesar,2023,canadian contemporary r&b,0.633,0.472,8,-10.783,0,0.0406,0.0907,2.17e-06,0.1,0.298,99.9,230379,4
Pendant,spotify:track:45iJnPjul5yDYefM6GEYZB,Cuco,2022,"bedroom pop, dream pop",0.515,0.463,3,-6.925,1,0.0262,0.239,0.0416,0.1,0.296,134.999,235832,4
thinking bout forever,spotify:track:3PlAabGaYzdlYCpmkihJYE,Flowervillain,2021,experimental hip hop,0.683,0.337,1,-14.604,0,0.0899,0.381,0.0031,0.0777,0.179,134.002,200625,4
Always,spotify:track:5AKbPck4jUCKSEoOU1zHiG,Daniel Caesar,2023,canadian contemporary r&b,0.578,0.436,2,-8.202,1,0.0461,0.666,1.9e-06,0.106,0.199,135.86,225313,4
Kilby Girl,spotify:track:1170VohRSx6GwE6QDCHPPH,The Backseat Lovers,2019,"pov: indie, slc indie",0.329,0.444,1,-9.973,1,0.0417,0.0578,0.0352,0.113,0.225,162.279,282206,4
The Business,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,2020,"big room, brostep, dutch edm, edm, house, pop dance, progressive electro house, slap house, trance",0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,164000,4
Changing,spotify:track:11gfiXdvGnuWh4rFP54ZS9,Shay T,2021,Unknown,0.613,0.556,5,-8.945,0,0.217,0.113,0,0.538,0.4,157.095,161593,4
I Got Um Like,spotify:track:2bhKqcXkP0qVtWBolADEDY,Arem,2016,Unknown,0.529,0.729,3,-6.174,0,0.335,0.0365,6.09e-05,0.111,0.499,146.165,222485,4
Renegades,spotify:track:0fYVliAYKHuPmECRs1pbRf,X Ambassadors,2015,"modern alternative rock, modern rock, stomp pop",0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,195200,4
Comfortable,spotify:track:2BqQQXuBOuhaWeUP7okEx0,K CAMP,2014,"atl hip hop, melodic rap, southern hip hop, trap",0.765,0.412,7,-8.932,0,0.0726,0.72,0,0.126,0.632,109.986,211573,4
Cut Her Off,spotify:track:2Vevs2eAQNNb7NTpKj5kqA,K CAMP,2014,"atl hip hop, melodic rap, southern hip hop, trap",0.769,0.611,8,-2.85,1,0.039,0.098,0,0.221,0.0901,144.037,243333,4
Moonlight,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Kali Uchis,2023,colombian pop,0.642,0.706,7,-6.832,0,0.0507,0.518,0,0.243,0.86,136.854,187723,4
deep in it,spotify:track:3J2WUEn6oFN8eDPZov7w9I,berlioz,2023,jazz house,0.567,0.415,3,-11.901,0,0.0499,0.972,0.885,0.0999,0.273,118.967,154863,4
I Keep Forgettin' (Every Time You're Near),spotify:track:5GvWrvLIqoHroq7YvO260M,Michael McDonald,1982,"mellow gold, soft rock, yacht rock",0.734,0.485,4,-13.865,0,0.0465,0.357,0.00019,0.0401,0.933,95.321,222280,4
Soledad y el Mar (feat. Los Macorinos),spotify:track:1Xtz05nIgJiEYdncfd1w8h,Natalia Lafourcade,2017,"cantautora mexicana, latin alternative, latin pop, mexican pop, rock en espanol, veracruz indie",0.726,0.177,1,-14.824,0,0.0353,0.896,2.14e-06,0.116,0.618,92.934,214547,4
Somewhere in the Universe,spotify:track:2sLAKUdiwa7Ik8XY2ow3DE,Pity Party (Girls Club),2019,Unknown,0.383,0.461,3,-10.844,1,0.0592,0.427,0.367,0.119,0.106,172.221,100465,4
The Mourning After,spotify:track:0xppJmfnjIQnMbMOez9bwT,Mac Miller,2012,"hip hop, pittsburgh rap, rap",0.593,0.634,7,-9.726,1,0.302,0.872,0.000553,0.432,0.396,80.117,188065,4
"BOYFRIEND, GIRLFRIEND (2020 Demo) (feat. YG)",spotify:track:2sFEmuVVAa2klHwhFaT0rR,"Tyler, The Creator",2023,"hip hop, rap",0.778,0.847,6,-3.422,0,0.0605,0.421,0.000363,0.35,0.658,109.226,204365,4
WHARF TALK (feat. A$AP Rocky),spotify:track:3u9PAti8muEXXvEjeFpQK0,"Tyler, The Creator",2023,"hip hop, rap",0.788,0.744,11,-6.022,1,0.069,0.189,5.74e-05,0.196,0.681,96.445,204110,4
DOGTOOTH,spotify:track:6OfOzTitafSnsaunQLuNFw,"Tyler, The Creator",2023,"hip hop, rap",0.706,0.648,8,-6.348,1,0.324,0.505,0,0.215,0.802,77.533,161041,4
He Say She Say (feat. Gemini & Sarah Green),spotify:track:4ytRdqHgKAVxtVsjaC2ZZN,Lupe Fiasco,2006,"chicago rap, conscious hip hop, hip hop, political hip hop, pop rap, rap, southern hip hop",0.68,0.754,6,-4.994,1,0.0609,0.0331,0,0.3,0.504,94.307,252253,4
"Paris, Tokyo",spotify:track:2dXME00xUY1CRcMZsM3Y4q,Lupe Fiasco,2007,"chicago rap, conscious hip hop, hip hop, political hip hop, pop rap, rap, southern hip hop",0.734,0.64,9,-7.638,0,0.182,0.0895,0,0.173,0.351,90.011,270653,4
Waiting Is A Waste,spotify:track:23lw0TWJHsenU54gom8xbC,Mina Okabe,2022,Unknown,0.735,0.533,2,-7.582,1,0.0237,0.638,0,0.0948,0.817,104.015,177981,4
Sex on Fire,spotify:track:0ntQJM78wzOLVeCUAW7Y45,Kings of Leon,2008,"modern rock, rock",0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,203347,4
Seaweed,spotify:track:4vU4WsqWJlxCfRiKaumIyj,Hockey Dad,2014,"australian surf rock, indie surf",0.602,0.854,6,-8.502,0,0.0416,0.602,5.15e-05,0.106,0.354,111.188,175627,4
Sorry 4 What? // LV BELT,spotify:track:0AyA2lHB4YnQUNa8Y6NNjm,Tory Lanez,2022,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap",0.644,0.711,1,-7.841,1,0.0766,0.019,0,0.128,0.226,126.0,154632,4
Too Good,spotify:track:3GP7l2bmXT6T2FNAzERwBr,Christian Kuria,2020,"chill r&b, indie r&b",0.69,0.406,5,-9.41,0,0.106,0.232,1.88e-06,0.145,0.507,160.14,277500,4
If I Fall Please Don't Catch Me - Mini Version,spotify:track:76nbhZftMqUEJsTNGcAw3r,tobi lou,2023,"chicago rap, indie hip hop, indie r&b",0.582,0.665,8,-7.565,0,0.151,0.123,0.00255,0.119,0.642,138.441,131872,4
Avalon,spotify:track:7CxFWAnQ8eqiRL4W12Xzb6,$uicideboy$,2021,"cloud rap, dark trap, new orleans rap, underground hip hop",0.877,0.6,2,-4.577,1,0.0813,0.021,5.38e-05,0.244,0.176,149.996,140859,4
Come & Go (with Marshmello),spotify:track:2Y0wPrPQBrGhoLn14xRYCG,Juice WRLD,2020,"chicago rap, melodic rap, rap",0.625,0.814,0,-5.181,1,0.0657,0.0172,0,0.158,0.535,144.991,205485,4
Private Landing (Sped Up) [feat. Justin Bieber & Future],spotify:track:0Ntea3SB1jJ0SxRNt5MvjM,Don Toliver,2023,"pop rap, rap",0.737,0.619,11,-6.576,0,0.126,0.0818,7.96e-06,0.102,0.45,75.015,217605,4
Valentina,spotify:track:0s7Z1RtnsmiYOfSIbB3btD,Daniel Caesar,2023,canadian contemporary r&b,0.754,0.311,0,-5.385,0,0.0388,0.622,0.336,0.116,0.37,92.01,154532,4
Baby Came Home 2 / Valentines,spotify:track:40gvh6jP5qxMJuMmF9lG9A,The Neighbourhood,2015,"modern alternative rock, modern rock, pop",0.21,0.499,2,-9.754,0,0.0485,0.0687,0.00315,0.773,0.108,74.094,390493,4
Long Way to Go,spotify:track:2Byc1LTfTpxgn8WOyLMuOR,Lil Keed,2023,"melodic rap, trap",0.855,0.732,5,-5.645,1,0.255,0.0911,0,0.0733,0.72,147.98,177187,4
Counting Blue Cars (Tell Me Your Thoughts On God),spotify:track:6B618H5CuCdEzcVs0NKTlt,Dishwalla,1995,"pop rock, post-grunge",0.454,0.79,11,-4.361,0,0.0285,0.00604,3.09e-05,0.225,0.362,100.225,291907,4
Tokyo,spotify:track:2Anpk7AihEt38POoMEDqRb,Leat'eq,2018,"ukrainian edm, ukrainian electronic",0.743,0.879,5,-2.717,0,0.0339,0.0725,0.00141,0.081,0.636,101.968,174118,4
Amend,spotify:track:7LOR8Rdc5n2EkduOXZeTp6,j^p^n,2016,weirdcore,0.383,0.563,1,-9.648,1,0.255,0.535,3.22e-05,0.196,0.584,158.512,104151,3
Lovers,spotify:track:22ATXwGRISMmJqBkZ34nUR,Pi’erre Bourne,2019,melodic rap,0.658,0.433,2,-11.025,1,0.0702,0.0536,0,0.283,0.211,157.07,183796,4
Recap (feat. Don Toliver),spotify:track:67LB1vZuG114LqRN8h8bQ2,NAV,2020,"canadian hip hop, canadian trap, melodic rap, rap, trap",0.838,0.609,8,-5.161,0,0.0502,0.231,0,0.0983,0.6,127.966,143825,4
Follow Me,spotify:track:7ClEMzpSQixYIBEFdyJtX4,Rella,2017,Unknown,0.702,0.618,2,-6.788,1,0.215,0.219,0,0.0958,0.387,133.883,186334,4
All Night,spotify:track:3yutmVoNvGHly44oNjq7wg,SG Lewis,2016,"electropop, indie soul, nu disco, uk dance, vapor soul",0.697,0.41,7,-9.83,1,0.195,0.656,0,0.202,0.611,93.079,185806,4
Rosie,spotify:track:5KsLlcmWDoHUoJFzRw14wD,John Mayer,2017,"neo mellow, singer-songwriter",0.758,0.465,7,-6.547,1,0.0374,0.489,5.13e-05,0.116,0.758,138.9,240627,4
The Reason,spotify:track:77loZpT5Y5PRP1S451P9Yz,Hoobastank,2003,"alternative metal, funk metal, nu metal, pop rock, post-grunge",0.474,0.671,4,-4.649,1,0.0289,0.0129,0,0.159,0.0682,82.94,232800,4
Luxury,spotify:track:7IzN1BfaQ8fmTHYPRPhNws,Azealia Banks,2014,"escape room, hip house, lgbtq+ hip hop, trap queen",0.689,0.91,8,-6.808,1,0.184,0.0196,1.81e-05,0.272,0.569,121.988,168097,4
All I Do,spotify:track:1IY46WkIINigH71KTv7Uv2,Logic,2021,"conscious hip hop, hip hop, pop rap, rap",0.68,0.756,10,-7.154,0,0.19,0.0578,0,0.349,0.805,170.927,231739,4
Theme For The People,spotify:track:08dXaiP8qdpvQqGKv5rUqE,Logic,2021,"conscious hip hop, hip hop, pop rap, rap",0.793,0.908,2,-4.021,0,0.058,0.618,0,0.105,0.836,138.055,116830,4
Village Slum,spotify:track:20qu9HkbD8HFSWh6LakAWM,Logic,2023,"conscious hip hop, hip hop, pop rap, rap",0.561,0.914,4,-3.75,0,0.414,0.3,1.49e-06,0.608,0.466,90.744,208608,4
U Don't Know,spotify:track:4O7oKy8YADaBrbehcPl0kE,JAY-Z,2001,"east coast hip hop, gangster rap, hip hop, pop rap, rap",0.549,0.913,8,-3.49,0,0.146,0.0026,0,0.26,0.669,154.957,199440,4
Sailing,spotify:track:6Hu6dzwlvoyg3zBUC8k4BK,Christopher Cross,1979,"mellow gold, soft rock, yacht rock",0.469,0.382,2,-13.203,1,0.0374,0.364,0.00025,0.36,0.178,149.994,256147,4
I Really Want to Stay at Your House,spotify:track:7mykoq6R3BArsSpNDjFQTm,Rosa Walton,2020,Unknown,0.49,0.738,3,-7.399,0,0.0367,0.00237,4.58e-06,0.0851,0.126,124.966,246653,4
A Bird's Last Look,spotify:track:4sys6H7gj0kgsa2bUx0IeW,Macabre Plaza,2022,"hypnagogic pop, utopian virtual",0.552,0.715,2,-9.291,1,0.0524,0.0286,0.702,0.0669,0.858,113.861,69565,4
Too Good,spotify:track:3BtuIIrQlkujKPuWF2B85z,Drake,2016,"canadian hip hop, canadian pop, hip hop, pop rap, rap",0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996,263373,4
Flawlëss (feat. Lil Uzi Vert),spotify:track:1a019wP7IdYLexwbmfZPm3,Yeat,2022,"pluggnb, rage rap",0.47,0.807,1,-6.024,1,0.337,0.0732,0,0.144,0.0921,130.99,176125,4
MONEY ON THE DASH,spotify:track:1p0jBDjxORjYNJyAphBRpE,Elley Duhé,2023,alt z,0.84,0.667,8,-7.126,1,0.0843,0.0439,1.34e-05,0.179,0.292,120.044,145667,4
If I Lose Myself - Alesso vs OneRepublic,spotify:track:1hZk9dktp4yRFTm0TrycuH,OneRepublic,2014,"piano rock, pop",0.522,0.782,2,-4.846,1,0.0412,0.216,1.08e-05,0.133,0.169,125.994,214813,4
Dance Monkey,spotify:track:2N8m6CYs74qQO4mjVcXO30,Tones And I,2021,australian pop,0.824,0.587,6,-6.401,0,0.0937,0.69,0.000105,0.149,0.514,98.029,209438,4
Someone You Loved,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,2019,"pop, uk pop",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4
Zipcodes,spotify:track:2S3PBAzoPAxnmdOtdEuaLW,Joey Bada$$,2022,"conscious hip hop, hip hop, rap",0.411,0.699,4,-6.644,0,0.378,0.161,0,0.235,0.457,75.176,267173,1
Delilah (pull me out of this),spotify:track:5w9upngVRHNjdZcRC7Xxr2,Fred again..,2022,"edm, house, stutter house",0.685,0.827,10,-7.745,1,0.224,0.138,0.00207,0.374,0.586,133.93,250702,4
Turn On The Lights again.. (feat. Future),spotify:track:0UZFTyq4ogQ5RvfOHGPVdZ,Fred again..,2022,"edm, house, stutter house",0.683,0.887,6,-4.944,0,0.0497,0.0125,0.446,0.318,0.551,132.007,267947,4
More Than a Lover (feat. SiR),spotify:track:5KTbPmCS7hsD2CjJJGUIOs,Etta Bond,2019,"alternative r&b, uk contemporary r&b",0.654,0.465,9,-7.388,0,0.272,0.52,0.000205,0.139,0.391,161.203,238479,4
Call It What You Want,spotify:track:3u1Er1rkjn1oSz1xdZH3ZD,Foster The People,2011,"indietronica, modern alternative rock, modern rock, rock",0.641,0.967,5,-4.289,0,0.0601,0.0483,0.000276,0.442,0.725,113.017,238787,4
Break Stuff,spotify:track:5cZqsjVs6MevCnAkasbEOX,Limp Bizkit,1999,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",0.432,0.884,8,-6.657,1,0.128,0.0128,0.000457,0.166,0.619,108.835,166707,4
Misirlou,spotify:track:1p791U7Bx5PmvCwucN4PQN,Dick Dale & His Del-Tones,2010,surf music,0.293,0.951,4,-5.846,1,0.0652,0.00345,0.916,0.572,0.561,173.439,136093,4
Believe Me - Remastered 2010,spotify:track:0JqDfzUZZi86BoZnx1MPQv,Badfinger,1970,"album rock, beatlesque, classic rock, country rock, folk rock, jangle pop, mellow gold, power pop, singer-songwriter, soft rock",0.548,0.406,9,-8.946,1,0.029,0.114,5.63e-05,0.102,0.386,142.568,180053,4
Biggest Part of Me,spotify:track:6JHXiRD1QjMK1N6AQEnL04,Ambrosia,1980,"soft rock, yacht rock",0.498,0.723,10,-8.053,1,0.05,0.238,0,0.353,0.882,153.227,324040,4
Time in a Bottle,spotify:track:561F1zqRwGPCTMRsLsXVtL,Jim Croce,1972,"classic rock, country rock, folk, folk rock, mellow gold, singer-songwriter, soft rock",0.544,0.265,2,-11.952,1,0.035,0.848,0,0.196,0.7,133.837,146176,3
Tired of Being Alone,spotify:track:10vkYRKw6Jjr7try1ir50G,Al Green,1971,"classic soul, funk, memphis soul, quiet storm, soul, soul blues, southern soul",0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964,172320,4
Baby Come Back,spotify:track:2eRYuzlSOBk3HlMsCSOLPJ,Player,2012,"soft rock, yacht rock",0.645,0.604,5,-9.904,0,0.118,0.0713,0,0.129,0.545,156.436,214373,4
One of These Nights - Single Version; 2018 Remaster,spotify:track:603KXhZ58l2fqgiyuIsEj8,Eagles,2018,"album rock, classic rock, heartland rock, mellow gold, rock, soft rock, yacht rock",0.698,0.583,7,-11.622,1,0.0319,0.0592,0.0234,0.415,0.824,109.9,213773,4
Fooled Around And Fell In Love,spotify:track:2hE5Lm5XOHR4t3xlhIFauP,Elvin Bishop,1975,"country rock, southern rock",0.633,0.621,10,-11.494,1,0.0313,0.042,0.0172,0.186,0.593,113.325,276000,3
Together (feat. Gwen Stefani),spotify:track:0otmDG441slQ7QYZUPgBcM,Gwen Stefani,2014,"dance pop, pop",0.731,0.869,11,-2.634,0,0.0409,0.145,0.000185,0.116,0.789,127.971,218440,4
Blame (feat. John Newman),spotify:track:07nH4ifBxUB4lZcsf44Brn,Calvin Harris,2014,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,4
Under Control (feat. Hurts),spotify:track:4J7CKHCF3mdL4diUsmW8lq,Calvin Harris,2014,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,184280,4
She Sings in the Morning,spotify:track:0CpjzuvY1fxcHPPgjrUNJu,Pierce The Veil,2007,"modern rock, pop punk, screamo",0.16,0.969,6,-4.689,0,0.126,0.000121,0.105,0.0543,0.362,180.29,179067,4
CRYSTLCSTLES,spotify:track:0Tux6yChvZptaa7HKZkJ4k,Destroy Lonely,2022,rage rap,0.779,0.466,0,-6.079,1,0.123,0.00241,0,0.108,0.562,140.023,167143,4
Since I Have A Lover,spotify:track:1qtwebmDBKPQEggSKGoSfy,6LACK,2023,"atl hip hop, melodic rap, r&b, rap, trap",0.706,0.718,0,-4.099,1,0.0309,0.0216,0.0345,0.29,0.136,119.985,282001,4
Sexy Eyes - Single Version,spotify:track:2iZ4OR1aZTINYlyk2hwTnB,Dr. Hook,1992,"country rock, mellow gold, soft rock",0.743,0.642,9,-11.897,0,0.052,0.48,8.34e-06,0.212,0.906,103.858,180000,4
Talkback,spotify:track:7o3fWwXCehCmRya4TBvqpe,6LACK,2023,"atl hip hop, melodic rap, r&b, rap, trap",0.686,0.717,4,-6.605,0,0.0449,0.0379,0.0952,0.0956,0.101,90.983,184200,4
Calm Down (with Selena Gomez),spotify:track:0WtM2NBVQNNJLh6scP13H8,Rema,2022,"afrobeats, nigerian pop",0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,239318,4
All Things End,spotify:track:64IcRXZ9TzOOqyse3EPA3Y,Hozier,2023,"irish singer-songwriter, modern rock, pov: indie",0.492,0.513,9,-8.614,0,0.0449,0.378,0,0.0777,0.236,74.883,213773,4
L I S A,spotify:track:1SV7FKtq8uOta3AizJ9bJc,ぬいぐるみクレヨン Lush Crayon,2019,"mallsoft, vaporwave",0.711,0.432,11,-16.996,0,0.0534,0.496,0.765,0.102,0.452,85.461,76533,4
